"","CSP17NM","violence_syn","property_syn","damage_syn","pop","violence_syn_pol","property_syn_pol","damage_syn_pol","HHproperty_syn","HHdamage_syn","HHpop","HHproperty_syn_pol","HHdamage_syn_pol","all_syn_pol","all_syn","all_ME","violence_ME","property_ME","damage_ME"
"214","Rochford",0.0634312677848884,0.0740972470504112,0.0750506495054225,83287,0.0171815529434366,0.0334882612322727,0.0193957811941366,2487,2519,33564,1124,651,0.0384934023316964,0.123536686397637,0.311594907182428,0.270868824531516,0.451950140731805,0.258435887256848
"215","Rossendale",0.0739019152128505,0.0917475394039507,0.0939500309725377,67982,0.0324350563384425,0.0263954848922844,0.0142473673342969,2666,2730,29058,767,414,0.0498073019328646,0.153275867141302,0.324952015355086,0.438893312101911,0.287696924231058,0.151648351648352
"216","Rother",0.0527994877908774,0.068644959268048,0.0730239498984759,90588,0.0113039254647415,0.0247082711549282,0.0127944810039876,2806,2985,40877,1010,523,0.0282266966927187,0.11672627721111,0.241819557404956,0.214091574325737,0.359942979330007,0.175209380234506
"217","Rotherham",0.0707439365671642,0.0813995364427987,0.0809101234613502,257280,0.0218050373134328,0.0302789653994256,0.0232517337224013,8815,8762,108293,3279,2518,0.0443369092039801,0.1390625,0.31882721225334,0.308224822811933,0.371979580260919,0.287377311116184
"218","Rugby",0.0689582812890332,0.0845850746268657,0.0829134328358209,100075,0.0267499375468399,0.0344835820895522,0.0137074626865672,3542,3472,41875,1444,574,0.0469148138895828,0.139045715713215,0.337405677326626,0.387914794957253,0.407679277244495,0.165322580645161
"219","Runnymede",0.0681778661035896,0.0800268997982515,0.0840007336308614,80510,0.0295739659669606,0.0261967353426667,0.0132970593629639,2618,2748,32714,857,435,0.0456216619053534,0.134827971680537,0.338369415016122,0.433776644197486,0.327349121466768,0.158296943231441
"220","Rutland",0.0666327704782039,0.0735235301959739,0.086121850419944,37369,0.023736251973561,0.0323290227969604,0.0171310491934409,1103,1292,15002,485,257,0.04359228237309,0.130723326821697,0.333469805527124,0.356224899598394,0.439709882139619,0.198916408668731
"221","Salford",0.0783557685320156,0.0879620688323226,0.0824674572212136,233933,0.0336250122898437,0.0308528718760864,0.0132102437328595,9109,8540,103556,3195,1368,0.0531305972222816,0.153800447136573,0.345451513382807,0.429132569558101,0.350752003513009,0.160187353629977
"222","Sandwell",0.074526963640554,0.0904870862071804,0.0821824227559301,308063,0.0206191590681127,0.0348236184957777,0.0204941645129961,10994,9985,121498,4231,2490,0.0424361250783119,0.142626670518693,0.297532887250216,0.276667102225707,0.384846279788976,0.249374061091637
"223","Sefton",0.0654881478505424,0.0744763842957687,0.0731111676418214,273790,0.0155045838051061,0.0225218349868566,0.0251335538031035,8783,8622,117930,2656,2964,0.0360312648380145,0.129058767668651,0.27918494410641,0.23675404350251,0.302402368211317,0.343771746694502
"224","Sevenoaks",0.0636418232616434,0.0814547001276053,0.0895150999574649,114893,0.0279912614345521,0.0254572522330923,0.0170778392173543,3830,4209,47020,1197,803,0.0453987623266866,0.133611273097578,0.339782424597746,0.439824945295405,0.312532637075718,0.190781658351152
"225","Sheffield",0.07904678504355,0.0901369124247591,0.0821083121672871,552698,0.0236024013113852,0.0336105215545736,0.0237248182039595,20725,18879,229928,7728,5455,0.0474544868988127,0.15070255365498,0.314888405988498,0.29858774519902,0.372882991556092,0.288945389056624
"226","Shepway",0.0643981142735415,0.0783047341649254,0.0768483927478419,107969,0.0279154201668998,0.0245889529116275,0.0143945629920429,3710,3641,47379,1165,682,0.0450221822930656,0.132482471820615,0.339835011185682,0.433481950237308,0.314016172506739,0.187311178247734
"227","Shropshire",0.0623266662093431,0.0776254299242716,0.0797538442555948,306129,0.0175906235606558,0.0288646914570384,0.0164258062526027,10066,10342,129674,3743,2130,0.0367753463409216,0.128991372917953,0.285099270664506,0.282232704402516,0.371845817603815,0.205956294720557
"228","Slough",0.0775863913555151,0.106232517826892,0.0978016782886184,140205,0.0165044042651831,0.0282275538746405,0.0166843950675649,5393,4965,50766,1433,847,0.0327663064797974,0.151463927819978,0.216330759088341,0.212722927008641,0.265714815501576,0.170594159113797
"229","Solihull",0.066491189022325,0.0792507204610951,0.0788207678720833,206674,0.0185703087954944,0.0313168169564005,0.0189760156177373,6820,6783,86056,2695,1633,0.039511501204796,0.132309821264407,0.298628634119583,0.279289768592636,0.395161290322581,0.240748931151408
"230","Somerset",0.063152392956609,0.0782637044085837,0.0818850252655415,529972,0.0183273833334591,0.0238998365559565,0.0159258818709277,17765,18587,226989,5425,3615,0.0353848882582476,0.131744695946201,0.26858681485513,0.290208849980579,0.305375738812271,0.194490773120999
"231","South Bucks",0.0635739602494504,0.0765256091121672,0.0834653390661537,66867,0.0145213633032737,0.023044429358075,0.0137285962133213,2029,2213,26514,611,364,0.0291025468467256,0.1270133249585,0.229129871659013,0.228416843095742,0.30113356333169,0.164482602801627
"232","South Cambridgeshire",0.0676952035225707,0.084072715143429,0.0883088725817212,148755,0.0182918221236261,0.0255003335557038,0.0159773182121414,5041,5295,59960,1529,958,0.035010587879399,0.13717858223253,0.255219053219641,0.270208540218471,0.303312834755009,0.180925401322002
"233","South Derbyshire",0.0675714240416019,0.0831965531391055,0.0827349199835864,94611,0.0299753728424813,0.0255949938448913,0.0166187935986869,3244,3226,38992,998,648,0.0473729270380823,0.135956706936826,0.34844126564565,0.443610198654779,0.307644882860666,0.200867947923125
"234","South Devon and Dartmoor",0.0592687984117311,0.0759248498934728,0.0804148398570246,260913,0.00916780689348557,0.0404363213776346,0.00754494391914497,8624,9134,113586,4593,857,0.0300559956767198,0.127329799588369,0.23604840166155,0.154681841696844,0.532583487940631,0.0938252682285965
"235","South Gloucestershire",0.0695330844436326,0.0838029347765441,0.0907958117130689,262767,0.0199872891192577,0.0251353010098756,0.0177611634956945,9012,9764,107538,2703,1910,0.037542766024653,0.140988023610271,0.266283369773531,0.287450057468119,0.299933422103862,0.195616550594019
"236","South Holland",0.0591140817944942,0.073958780592529,0.0772058823529412,88270,0.0130282089044976,0.0184628595963933,0.016208673250322,2756,2877,37264,688,604,0.0276651183867679,0.122929647671916,0.225048382637545,0.220390954388655,0.249637155297533,0.209940910670838
"237","South Kesteven",0.0612909976978503,0.078857421875,0.0796770368303571,133788,0.0128486859808055,0.0194963727678571,0.0155029296875,4522,4569,57344,1118,889,0.02785003139295,0.129241785511406,0.215487826036666,0.209634146341463,0.247235736399823,0.194572116436857
"238","South Lakeland",0.0573617086959038,0.0748410379790342,0.0746262244371885,103658,0.0237511817708233,0.0165621240763018,0.0130391819900327,3484,3474,46552,771,607,0.037044897644176,0.12448629145845,0.297582145071296,0.41405987218298,0.221297359357061,0.174726540011514
"239","South Norfolk",0.0602038512402026,0.0758204093999129,0.0768429623738378,124012,0.00693481276005548,0.0238785055577648,0.015565528603079,4004,4058,52809,1261,822,0.0237315743637712,0.125213688997839,0.189528593508501,0.11518885614787,0.314935064935065,0.202562838836865
"240","South Nottinghamshire",0.0655406557955943,0.0789555223796513,0.0777583730035774,334159,0.0184672566053885,0.0269499450719698,0.0126193628348497,11212,11042,142004,3827,1792,0.0352826049874461,0.132137694929659,0.267013928207451,0.281767955801105,0.341330717088833,0.162289440318783
"241","South Oxfordshire",0.0662609770812695,0.0786817980186308,0.0843006062398344,134257,0.0147031439701468,0.0242680762975011,0.0143612302232737,4257,4561,54104,1313,777,0.0302703024795728,0.131940978868886,0.229423055210568,0.221897482014388,0.308433168898285,0.170357377768033
"242","South Ribble",0.0686613422338777,0.077588824779836,0.077697279944471,109057,0.030305253216208,0.0211921391696673,0.0115830115830116,3577,3582,46102,977,534,0.0441603931888829,0.134305913421422,0.32880453335154,0.441372863247863,0.273133911098686,0.149078726968174
"243","South Staffordshire",0.0586233365084943,0.074159881236223,0.0743398263529624,108131,0.0138628145490192,0.00874983130145306,0.00800755769490305,3297,3305,44458,389,356,0.0207526056357566,0.119678907991233,0.173402364577699,0.236472629752327,0.117986047922354,0.107715582450832
"244","South Tyneside",0.0672328474889791,0.086024386975747,0.0805157294504742,148127,0.00551553734295571,0.0116128455938184,0.0212008873405095,5778,5408,67167,780,1424,0.020394661337906,0.142749127437942,0.142870655001182,0.0820363490310272,0.134994807892004,0.263313609467456
"245","South Warwickshire",0.0668686297373834,0.0796785013606734,0.0832225808493133,258133,0.0246926971754871,0.0321498639326625,0.013507282540888,8813,9205,110607,3556,1494,0.0442562554961977,0.136669856236901,0.323818702344171,0.369271768727188,0.403494837172359,0.1623030961434
"246","South Worcester",0.0652228571034948,0.0796475913352732,0.0811509860976398,290343,0.0185022542303414,0.0296071774975752,0.0170950533462658,9854,10040,123720,3663,2115,0.0384028545547852,0.133741815714517,0.287141716669671,0.283677456830543,0.371727217373655,0.210657370517928
"247","Southampton",0.0824081188102093,0.089696093797708,0.0843935106967655,236882,0.0198622098766474,0.0306755959044924,0.017587070246504,8813,8292,98254,3014,1728,0.0398806156651835,0.154617066725205,0.257931524053951,0.241022488602018,0.341994780437989,0.208393632416787
"248","Southend-on-Sea",0.0718250814819933,0.0801440852727711,0.0801574760973781,173658,0.0191871379377858,0.0365569511770535,0.0201130185596829,5985,5986,74678,2730,1502,0.043556876158887,0.140759423694849,0.309441989854361,0.267137015954462,0.456140350877193,0.250918810557969
"249","Southwark",0.0847257729383973,0.104582219195828,0.0781999966783478,288283,0.0297277328180989,0.0470512032685058,0.0295045755758914,12594,9417,120422,5666,3553,0.0617067256827492,0.16107782977144,0.383086398483935,0.350870010235415,0.449896776242655,0.377296378889243
"250","Spelthorne",0.0670516119584092,0.0807349665924276,0.0863282040898967,95598,0.0297495763509697,0.0252075318890464,0.0132111763514882,3190,3411,39512,996,522,0.045628569635348,0.136101173664721,0.335254784413189,0.443681747269891,0.312225705329154,0.153034300791557
"251","St Albans",0.0697975317067622,0.0853758460990381,0.0900249376558604,140664,0.0305550816129216,0.0209654435340221,0.0140719629497684,4793,5054,56140,1177,790,0.0445387590286072,0.139801228459307,0.31858632087465,0.437767366062335,0.245566451074484,0.156311832212109
"252","St. Helens",0.0706014557236407,0.0831836907151157,0.0841871765078694,175308,0.0164567504050015,0.0250079222562586,0.0289822541459808,6300,6376,75736,1894,2195,0.0397814132840486,0.142908481073311,0.27836985590548,0.233093641431688,0.300634920634921,0.344259723964868
"253","Stafford",0.0651414773552178,0.0795648349281008,0.0828321634382349,130869,0.0157485730004814,0.0102507943916845,0.00879665368113028,4432,4614,55703,571,490,0.023855916985688,0.134264035027394,0.177679130385294,0.241759530791789,0.128835740072202,0.106198526224534
"254","Staffordshire Moorlands",0.0616233806355941,0.0750502729100833,0.0780187685530978,97106,0.0151380965130888,0.0101503399406301,0.00828306042325002,3135,3259,41772,424,346,0.0230675756389924,0.127468951455111,0.18096623040879,0.245655080213904,0.135247208931419,0.106167536054004
"255","Stevenage",0.0762533201519826,0.0958507650868245,0.104160696888074,83957,0.0325404671438951,0.0238695627256576,0.0175368215943607,3345,3635,34898,833,612,0.0497516585871339,0.159391116881261,0.312135704677926,0.426741643236489,0.249028400597907,0.168363136176066
"256","Stockport",0.0684140852528462,0.0827683453709245,0.0802023299092467,283275,0.0291165828258759,0.030464260241517,0.0117807163528148,10096,9783,121979,3716,1437,0.0473073868149325,0.138589709646104,0.341348480603174,0.425593395252838,0.368066561014263,0.14688745783502
"257","Stockton-on-Tees",0.0724753405354627,0.0831491049659546,0.0806857085107189,191610,0.0271645529982778,0.0225116537601536,0.0223221617251355,6582,6387,79159,1782,1767,0.0456865508063253,0.140159699389385,0.325960679177837,0.374810974292504,0.27073837739289,0.27665570690465
"258","Stoke-on-Trent",0.0752305146822592,0.0890169649082036,0.0830118521961422,249008,0.0185857482490522,0.0120474087845689,0.00994654891935859,9576,8930,107575,1296,1070,0.0280874510055902,0.149549412067082,0.187813851070115,0.2470506592644,0.135338345864662,0.119820828667413
"259","Stroud",0.0633805939048936,0.0774574214336528,0.081098045779805,112779,0.0156057422037791,0.0246683684144453,0.0150437293384107,3702,3876,47794,1179,719,0.0324351164667181,0.130573954370938,0.24840418307755,0.246222719641858,0.318476499189627,0.185500515995872
"260","Suffolk Coastal",0.0580620766223109,0.0752081855185033,0.0797639941745397,124298,0.0174178184685192,0.0336457672056462,0.0241607229545539,4028,4272,53558,1802,1294,0.0423257011375887,0.124837085069752,0.339047496294387,0.299986143827075,0.447368421052632,0.302902621722846
"261","Sunderland",0.0707244125354802,0.0851634128826467,0.0820320980644299,275506,0.00607972240168998,0.0123165049516525,0.020775230047262,10199,9824,119758,1475,2488,0.0204641641198377,0.143401595609533,0.142705274881037,0.0859635617141391,0.14462202176684,0.253257328990228
"262","Surrey Heath",0.0636492384843982,0.0820664162642342,0.0825135634650927,86144,0.0279880200594354,0.0280510344005247,0.0115363977821499,2753,2768,33546,941,387,0.0434040676077266,0.127739598811293,0.339785532533624,0.439722779500274,0.341808935706502,0.139812138728324
"263","Sutton",0.0703722402785228,0.0908486197456955,0.0889809911223681,190146,0.0256171573422528,0.0416506766955765,0.0297157622739018,7102,6956,78174,3256,2323,0.0549577692930695,0.144304902548568,0.38084478297314,0.364023615574322,0.45846240495635,0.333956296722254
"264","Swale",0.0713512717635366,0.0862103085364757,0.0853647566789602,135835,0.0310450178525417,0.0243590896824683,0.0160295043626878,4792,4745,55585,1354,891,0.0475724224242647,0.141561453233703,0.336054917052369,0.43510111432109,0.282554257095159,0.187776606954689
"265","Swansea",0.0742522686101338,0.0867464757432583,0.0814419741635023,239023,0.0304364015178456,0.0286674976086263,0.0206576036020368,8978,8429,103497,2967,2138,0.0517941788028767,0.147077896269397,0.352154743279761,0.409905341446924,0.330474493205614,0.25364811958714
"266","Swindon",0.0717550536441699,0.0874151199637845,0.086803983703033,209156,0.0308477882537436,0.0423607967406066,0.0099479402444545,7724,7670,88360,3743,879,0.0529461263363231,0.145355619728815,0.364252351818959,0.429904051172708,0.48459347488348,0.114602346805737
"267","Tameside",0.073370903321114,0.0882225943361453,0.0868956220445905,219324,0.031569732450621,0.0314366054784999,0.0134908849641402,8377,8251,94953,2985,1281,0.0510204081632653,0.149185679633784,0.341992665036675,0.43027591349739,0.35633281604393,0.155253908617137
"268","Tamworth",0.0750784372436957,0.0902362653003131,0.0843533542081791,76813,0.0188379571166339,0.0112281367618686,0.0100895088085524,2853,2667,31617,355,319,0.0276125135068283,0.146941272961608,0.187915300788518,0.250910352002774,0.124430424114967,0.119610048743907
"269","Tandridge",0.0670377599460228,0.0810389298782317,0.0816987583228361,82998,0.0291934745415552,0.0251334652990223,0.0128666546697859,2702,2724,33342,838,429,0.0444589026241596,0.132412829224801,0.335759781619654,0.435478073328541,0.310140636565507,0.157488986784141
"270","Telford and Wrekin",0.0735173216675368,0.0887280807110257,0.0876921691088158,166641,0.0203791383873116,0.0318430218592361,0.0183911842421331,5910,5841,66608,2121,1225,0.0404582305675074,0.144034181263915,0.280893258895092,0.277201861072566,0.358883248730964,0.209724362266735
"271","Tendring",0.0597618219749652,0.0672248611222929,0.0690282585943161,138048,0.0159147542883635,0.0302391111826745,0.0181305852990903,4175,4287,62105,1878,1126,0.0376753013444599,0.121059341678257,0.311213499281953,0.26630303030303,0.449820359281437,0.262654536972242
"272","Test Valley",0.0627502190759291,0.08245496157561,0.0877461890563978,116398,0.0157820581109641,0.0294377020954941,0.0175114433292739,3927,4179,47626,1402,834,0.0349920101719961,0.132390590903624,0.264308890330954,0.251506024096386,0.357015533486122,0.199569274946159
"273","Tewkesbury",0.0630804339601918,0.0786596822866253,0.0838979673176564,81943,0.0149372124525585,0.0244548197916074,0.014633035358424,2763,2947,35126,859,514,0.0316927620419072,0.132763018195575,0.238716793822962,0.236796285548462,0.310893955845096,0.174414658975229
"274","Thanet",0.0685391918680041,0.0766387175911145,0.0751768521163443,134186,0.0297795597156186,0.0239779543965184,0.0143330028733218,4561,4474,59513,1427,853,0.0467709000938995,0.135871104288078,0.34422992540588,0.434489507448081,0.312869984652488,0.190657130084935
"275","Three Rivers",0.0650388813174983,0.084225817477498,0.0884983479548821,87317,0.0290665048043336,0.019311837757776,0.014754471915233,2957,3107,35108,678,518,0.04276372298636,0.13448698420697,0.317976666950524,0.446909667194929,0.229286438958404,0.166720308979723
"276","Thurrock",0.0763640975238578,0.0884319920452905,0.0948470803329431,157705,0.0198915697029264,0.0387310955367023,0.0240726187994162,5514,5914,62353,2415,1501,0.0447227418280968,0.148828508924891,0.300498487495207,0.260483268288632,0.4379760609358,0.253804531619885
"277","Tonbridge and Malling",0.0674889284383925,0.0832987120897383,0.0889488990444537,120805,0.029576590372915,0.0254258412962194,0.0166805151641047,4010,4282,48140,1224,803,0.0463556971979637,0.136128471503663,0.34052903618121,0.43824359131608,0.305236907730673,0.187529191966371
"278","Torbay",0.0622026741193809,0.0745975258430774,0.0755295712591086,130959,0.00915553722920914,0.0395017793594306,0.00737163192679207,4402,4457,59010,2331,435,0.0302766514710711,0.129849800319184,0.233166715671861,0.147188804321139,0.529532030895048,0.0975992820282701
"279","Torfaen",0.0712819105133132,0.0873221887654449,0.0944346381476482,91075,0.0140653307713423,0.0218305471913612,0.0133682898972069,3364,3638,38524,841,515,0.0289541586604447,0.148163601427395,0.195420186749667,0.19731977818854,0.25,0.141561297416163
"280","Tower Hamlets",0.0923863421698885,0.105928479018735,0.0708494227559576,254096,0.0319800390403627,0.0476609024561265,0.0267438300561936,10726,7174,101257,4826,2708,0.0616302499842579,0.162832157924564,0.378489425981873,0.34615548455804,0.449934738019765,0.377474212433789
"281","Trafford",0.0702716062459727,0.085707633038398,0.0842788196943398,226578,0.0298616811870526,0.0302696752889378,0.0126582278481013,8098,7963,94484,2860,1196,0.0477628013311089,0.141156687763154,0.338367257605603,0.424946614746891,0.353173623116819,0.150194650257441
"282","Tunbridge Wells",0.0696398925675147,0.0809768092593378,0.0840717344299826,115049,0.0310737164164834,0.0230423538389791,0.0158349938525459,3820,3966,47174,1087,747,0.0470147502368556,0.137315404740589,0.342385112039499,0.446205691462806,0.28455497382199,0.188350983358548
"283","Uttlesford",0.066362045743489,0.0820666751820156,0.0852599310256738,79443,0.0174212957718112,0.0349661514880572,0.0211712862434538,2570,2670,31316,1095,663,0.0395503694472767,0.132321286960462,0.298896499238965,0.262518968133536,0.426070038910506,0.248314606741573
"284","Vale of Glamorgan",0.0698771529888551,0.0848892626857303,0.0873189421549388,126336,0.0286220871327254,0.0285954583683768,0.021568077749743,4542,4672,53505,1530,1154,0.0498670212765957,0.142809650455927,0.349185234452943,0.409605799728138,0.336856010568032,0.247003424657534
"285","Vale of White Horse",0.0660396072337752,0.0807982674519805,0.0859999595199061,120988,0.0149601613383145,0.0238427753152387,0.0148561944663712,3992,4249,49407,1178,734,0.0307633814923794,0.134153800376897,0.229314275152486,0.226533166458073,0.295090180360721,0.172746528594964
"286","Wakefield",0.0701056049497141,0.0829404475337217,0.0827196718275955,325837,0.0308866089486461,0.0346902730496959,0.0269844887261954,11646,11615,140414,4871,3789,0.0574643149795757,0.141494059913392,0.406125281971196,0.44057260429891,0.41825519491671,0.326216099870857
"287","Walsall",0.0715906179568771,0.0864294856337297,0.0812450149320176,269323,0.0195118872134946,0.0337407950140046,0.0201628610116674,9319,8760,107822,3638,2174,0.0410919230812073,0.138718193396034,0.29622591006424,0.272548104351434,0.390385234467218,0.248173515981735
"288","Waltham Forest",0.0786566453306692,0.102363180227336,0.0887457284149451,258249,0.028139508768669,0.0459937436119801,0.0309412457026048,9915,8596,96861,4455,2997,0.0569953804274169,0.150335528888786,0.379121162167731,0.357751193816768,0.449319213313162,0.34865053513262
"289","Wandsworth",0.0836235117835795,0.0958365582828198,0.0783796832013978,306995,0.0297561849541523,0.0443012268857333,0.0270742491934433,12506,10228,130493,5781,3533,0.0600954412938321,0.157676835127608,0.381130438375408,0.355835151137426,0.46225811610427,0.345424325381306
"290","Warrington",0.0716270743912811,0.0827813013859525,0.0831219168428471,202228,0.0228207765492415,0.0296687808315715,0.0165844491425887,7048,7077,85140,2526,1412,0.0422938465494392,0.141473979864312,0.298951415588955,0.318605453917846,0.358399545970488,0.199519570439452
"291","Watford",0.0743181138636339,0.0933998527848205,0.0891197077506066,90301,0.0313174826413882,0.0223276355606445,0.0137946075624983,3426,3269,36681,819,506,0.0459906313329863,0.14845904253552,0.309786662688348,0.421397705260021,0.239054290718039,0.154787396757418
"292","Waveney",0.0606573307650927,0.0748187017274925,0.0787885934398522,115254,0.0184548909365402,0.0339406088477488,0.024487549869308,3807,4009,50883,1727,1246,0.0442500911031287,0.12847276450275,0.34443168771527,0.30424831926763,0.453638035198319,0.310800698428536
"293","Waverley",0.0655085052479189,0.0815340909090909,0.0800730519480519,121572,0.0292419307077288,0.0279829545454545,0.0123376623376623,4018,3946,49280,1379,608,0.0455861547066759,0.131017010495838,0.347940733299849,0.446383726770467,0.343205574912892,0.15408008109478
"294","Wealden",0.0610683947218212,0.0700906248005616,0.0758823153998341,148915,0.0134439109559144,0.0247463143787096,0.0131788882506861,4393,4756,62676,1551,826,0.0294060370009737,0.122506127656717,0.240037274571068,0.220145150648779,0.353061689050763,0.17367535744323
"295","Wellingborough",0.0686342162535166,0.086252612533924,0.0879683064541286,75356,0.0264876054992303,0.0194653273855944,0.0168761892878311,2765,2820,32057,624,541,0.041947555602739,0.142749084346303,0.293855164079204,0.385924207269915,0.225678119349005,0.191843971631206
"296","Welwyn Hatfield",0.0758402316008504,0.095613693164882,0.0973562928484626,110535,0.0318903514723843,0.0227225827161626,0.0175635704950359,4170,4246,43613,991,766,0.0477857692133713,0.151979011172932,0.314423477587952,0.420493856614577,0.237649880095923,0.180405087140838
"297","West Berkshire",0.0693203833001781,0.081841514276548,0.0893647738209817,153822,0.0150953699730858,0.0232114212383702,0.0152871350657684,5102,5571,62340,1447,953,0.0306978195576706,0.138705776806959,0.221316085489314,0.21776235580981,0.283614268914151,0.171064440854425
"298","West Lancashire",0.0659167908930749,0.0800334941936053,0.0820387386791829,110685,0.0299408230564214,0.0236442564068663,0.0131993565589123,3632,3723,45381,1073,599,0.045046754302751,0.132366626010751,0.340318067026142,0.45422149122807,0.295429515418502,0.160891753961859
"299","West Lindsey",0.060156862745098,0.075810863618601,0.0769310928748209,89250,0.0131428571428571,0.018470756806044,0.0156832095870783,2910,2953,38385,709,602,0.0278319327731092,0.125848739495798,0.221153846153846,0.218476438815422,0.243642611683849,0.203860480866915
"300","West Oxfordshire",0.0652420809513357,0.0814504752434033,0.0907240813117181,104779,0.0149743746361389,0.0231493258712796,0.0143844961957402,3522,3923,43241,1001,622,0.0304641197186459,0.136296395270045,0.223513759540648,0.229520187244002,0.284213515048268,0.158552128473107
"301","Western Suffolk",0.0649556480785526,0.0816477188838033,0.0855334684509349,355227,0.0191201682304555,0.0363609519079769,0.0259184193925077,12166,12745,149006,5418,3862,0.0452443085688869,0.13508263729953,0.334938001458789,0.294357285256132,0.445339470655926,0.303020792467634
"302","Westminster",0.0730232091742785,0.089163483719699,0.0629750784706728,219396,0.0259576291272402,0.0413909163105548,0.0234939303407329,9431,6661,105772,4378,2485,0.0572389651588908,0.146370034093602,0.391056581446766,0.355470944385494,0.46421376312162,0.373067107040985
"303","Wigan",0.0717888053761377,0.0830363820333465,0.085067382282639,317849,0.0311216961513171,0.0297317906529996,0.0132124998166967,11325,11602,136386,4055,1802,0.0495486850674377,0.143920540885767,0.344278063176303,0.433517398545008,0.358057395143488,0.155318048612308
"304","Wiltshire",0.0675653582628599,0.081279545197071,0.0857132558163486,470981,0.0288907620477259,0.039537781805823,0.00989216968598412,15784,16645,194194,7678,1921,0.0492716266685917,0.136419515861574,0.361177257941511,0.427597259757401,0.486441966548403,0.115410033042956
"305","Winchester",0.0637248595565848,0.0812760055478502,0.0836445108289769,116595,0.0164929885501094,0.0278672783527152,0.0160034140616665,3809,3920,46865,1306,750,0.0341266778163729,0.130014151550238,0.262484332739627,0.258815612382234,0.342872144919926,0.191326530612245
"306","Windsor and Maidenhead",0.066726618705036,0.0838060635143704,0.0888447102778111,144560,0.0150871610403985,0.0245077036453067,0.0142418893211537,4890,5184,58349,1430,831,0.0307277255118982,0.136413945766464,0.22525354969574,0.226104084594651,0.292433537832311,0.160300925925926
"307","Wirral",0.0692000512847775,0.080493374021041,0.0782953842214208,319783,0.0160890353771151,0.0242347936806015,0.0264612364226116,11316,11007,140583,3407,3720,0.0383760237410994,0.139006763961812,0.276073067578512,0.232500338921777,0.301078119476847,0.337966748432815
"308","Woking",0.0664932760741144,0.0842222616363038,0.0882002685788127,99198,0.0292344603721849,0.0272886208731345,0.0133275901385968,3324,3481,39467,1077,526,0.0453940603641202,0.135093449464707,0.336019700022386,0.439660400242571,0.324007220216606,0.151106004021833
"309","Wokingham",0.0656302629874336,0.0817973877875754,0.0835046078366373,154380,0.0150991061018267,0.0235364317443479,0.0141715839024067,4935,5038,60332,1420,855,0.0298354709159218,0.130230599818629,0.229097239492664,0.23006316620608,0.28774062816616,0.169710202461294
"310","Wolverhampton",0.0745660800897903,0.0899908981473326,0.0791078226998248,249470,0.0201988215015834,0.0342542842322636,0.0207091615529914,9195,8083,102177,3500,2116,0.0427105463582796,0.14382490880667,0.296962095875139,0.270884851091281,0.380641653072322,0.261783991092416
"311","Worthing",0.0661888379204893,0.0790749085962078,0.0767579287475555,104640,0.0144399847094801,0.029227956806394,0.0134342317830116,3720,3611,47044,1375,632,0.0336200305810398,0.136248088685015,0.246755979518833,0.218163442102223,0.369623655913978,0.175020769869842
"312","Wrexham",0.0721722879772181,0.0836241210612145,0.0840098897052377,134844,0.0170196671709531,0.0281611110136948,0.026670641252696,4769,4791,57029,1606,1521,0.040209427189938,0.143069027913737,0.281049139539706,0.235819975339088,0.336758230236947,0.317470256731371
"313","Wycombe",0.0699412737992589,0.0847909697764548,0.0872518825245723,171644,0.0154156276945305,0.0252280396693241,0.0142497163319138,5754,5921,67861,1712,967,0.0310235137843443,0.137959963645685,0.224873310810811,0.220408163265306,0.29753215154675,0.163317007262287
"314","Wyre",0.0600191185069003,0.0736025041771536,0.0738986062054525,107749,0.0265153272884203,0.0222711025570525,0.0113787779446289,3480,3494,47281,1053,538,0.0412811255788917,0.124743617110136,0.330927758351313,0.441781351476728,0.302586206896552,0.153978248425873
